"Name"	"File Extension"	"File Type"	"Is Deleted"	"Last Accessed"	"File Created"	"Last Modified"	"Size"	"Address"	"Hash Value"	"Known Status"	"Permissions"	"Full Path"
"wsupgrade.dll-slack"	".dll-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:09 IST"	"2021-11-04 21:00:00 IST"	"3784"	"16138246"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MIE7D0~1/wsupgrade.dll-slack"
".."	"."	"v"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"v---------"	"/img_E:/$OrphanFiles/MIBE6C~1/.."
"wmimigrationplugin.dll"	".dll"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"708936"	"16146055"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MIBE6C~1/wmimigrationplugin.dll"
"wmimigrationplugin.dll-slack"	".dll-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"3768"	"16146055"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MIBE6C~1/wmimigrationplugin.dll-slack"
"MIC905~1.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1806"	"16072277"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MIC905~1.MAN"
"MIC905~1.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2290"	"16072277"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MIC905~1.MAN-slack"
"MIDFBB~1.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2383"	"16072282"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MIDFBB~1.MAN"
"MIDFBB~1.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1713"	"16072282"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MIDFBB~1.MAN-slack"
"MSMQ-D~1.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1697"	"16072285"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MSMQ-D~1.MAN"
"MSMQ-D~1.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2399"	"16072285"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MSMQ-D~1.MAN-slack"
"MSMQ-D~2.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1546"	"16072288"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MSMQ-D~2.MAN"
"MSMQ-D~2.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2550"	"16072288"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MSMQ-D~2.MAN-slack"
"MSMQ-H~1.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2282"	"16072291"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MSMQ-H~1.MAN"
"MSMQ-H~1.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1814"	"16072291"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MSMQ-H~1.MAN-slack"
"MSMQ-M~1.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"6789"	"16072295"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MSMQ-M~1.MAN"
"MSMQ-M~1.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1403"	"16072295"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MSMQ-M~1.MAN-slack"
"MSMQ-M~2.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1544"	"16072298"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MSMQ-M~2.MAN"
"MSMQ-M~2.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2552"	"16072298"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MSMQ-M~2.MAN-slack"
"MSMQ-R~1.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1451"	"16072301"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MSMQ-R~1.MAN"
"MSMQ-R~1.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2645"	"16072301"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MSMQ-R~1.MAN-slack"
"MSMQ-T~1.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1749"	"16072304"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MSMQ-T~1.MAN"
"MSMQ-T~1.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2347"	"16072304"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MSMQ-T~1.MAN-slack"
"mup-dl.man"	".man"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1533"	"16072305"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/mup-dl.man"
"mup-dl.man-slack"	".man-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2563"	"16072305"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/mup-dl.man-slack"
"NETFX-~1.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1215"	"16072309"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/NETFX-~1.MAN"
"NETFX-~1.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2881"	"16072309"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/NETFX-~1.MAN-slack"
"NETFX-~2.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1621"	"16072314"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/NETFX-~2.MAN"
"NETFX-~2.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2475"	"16072314"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/NETFX-~2.MAN-slack"
"NETFX-~3.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1627"	"16072319"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/NETFX-~3.MAN"
"NETFX-~3.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2469"	"16072319"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/NETFX-~3.MAN-slack"
"NETFX-~4.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1615"	"16170244"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/NETFX-~4.MAN"
"NETFX-~4.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2481"	"16170244"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/NETFX-~4.MAN-slack"
"NE3349~1.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1151"	"16170248"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/NE3349~1.MAN"
"NE3349~1.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2945"	"16170248"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/NE3349~1.MAN-slack"
"NETFX3~1.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1423"	"16170250"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/NETFX3~1.MAN"
"NETFX3~1.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2673"	"16170250"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/NETFX3~1.MAN-slack"
"NETFX4~1.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1550"	"16170253"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/NETFX4~1.MAN"
"NETFX4~1.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2546"	"16170253"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/NETFX4~1.MAN-slack"
"NETFX4~2.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1466"	"16170256"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/NETFX4~2.MAN"
"NETFX4~2.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2630"	"16170256"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/NETFX4~2.MAN-slack"
"NETFX4~3.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"15848"	"16170260"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/NETFX4~3.MAN"
"NETFX4~3.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"536"	"16170260"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/NETFX4~3.MAN-slack"
"NETLOG~1.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2053"	"16170263"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/NETLOG~1.MAN"
"NETLOG~1.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2043"	"16170263"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/NETLOG~1.MAN-slack"
".."	"."	"v"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"v---------"	"/img_E:/$OrphanFiles/NETWOR~1/.."
"icfupgd.dll"	".dll"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 20:59:58 IST"	"168256"	"16171653"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/NETWOR~1/icfupgd.dll"
"icfupgd.dll-slack"	".dll-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 20:59:58 IST"	"3776"	"16171653"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/NETWOR~1/icfupgd.dll-slack"
"ntfs-dl.man"	".man"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"4052"	"16170267"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/ntfs-dl.man"
"ntfs-dl.man-slack"	".man-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"44"	"16170267"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/ntfs-dl.man-slack"
"NTOSKR~1.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"8035"	"16170270"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/NTOSKR~1.MAN"
"NTOSKR~1.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"157"	"16170270"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/NTOSKR~1.MAN-slack"
"ODBC32~1.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"4820"	"16170273"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/ODBC32~1.MAN"
"ODBC32~1.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"3372"	"16170273"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/ODBC32~1.MAN-slack"
"PARTMG~1.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1045"	"16170276"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/PARTMG~1.MAN"
"PARTMG~1.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"3051"	"16170276"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/PARTMG~1.MAN-slack"
"PRINTI~1.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2598"	"16170280"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/PRINTI~1.MAN"
"PRINTI~1.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1498"	"16170280"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/PRINTI~1.MAN-slack"
"PRINTI~2.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2290"	"16170284"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/PRINTI~2.MAN"
"PRINTI~2.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1806"	"16170284"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/PRINTI~2.MAN-slack"
"RIGHTS~1.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"3288"	"16170288"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/RIGHTS~1.MAN"
"RIGHTS~1.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"808"	"16170288"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/RIGHTS~1.MAN-slack"
"RIGHTS~2.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"3265"	"16170293"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/RIGHTS~2.MAN"
"RIGHTS~2.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"831"	"16170293"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/RIGHTS~2.MAN-slack"
"RPC-HT~1.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1682"	"16170296"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/RPC-HT~1.MAN"
"RPC-HT~1.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2414"	"16170296"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/RPC-HT~1.MAN-slack"
"RPC-HT~2.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1429"	"16170299"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/RPC-HT~2.MAN"
"RPC-HT~2.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2667"	"16170299"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/RPC-HT~2.MAN-slack"
"RPC-LO~1.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1859"	"16170302"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/RPC-LO~1.MAN"
"RPC-LO~1.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2237"	"16170302"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/RPC-LO~1.MAN-slack"
"RPC-RE~1.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1973"	"16170305"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/RPC-RE~1.MAN"
"RPC-RE~1.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2123"	"16170305"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/RPC-RE~1.MAN-slack"
"SCHANN~1.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1461"	"16170308"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/SCHANN~1.MAN"
"SCHANN~1.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2635"	"16170308"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/SCHANN~1.MAN-slack"
"SCHEDS~1.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1923"	"16170311"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/SCHEDS~1.MAN"
"SCHEDS~1.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2173"	"16170311"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/SCHEDS~1.MAN-slack"
"SECURI~1.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"803"	"16170314"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/SECURI~1.MAN"
"SECURI~1.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"3293"	"16170314"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/SECURI~1.MAN-slack"
"SECURI~2.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"803"	"16170317"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/SECURI~2.MAN"
"SECURI~2.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"3293"	"16170317"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/SECURI~2.MAN-slack"
"SECURI~3.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1458"	"16170320"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/SECURI~3.MAN"
"SECURI~3.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2638"	"16170320"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/SECURI~3.MAN-slack"
"SECURI~4.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1079"	"16170323"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/SECURI~4.MAN"
"SECURI~4.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"3017"	"16170323"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/SECURI~4.MAN-slack"
"SHUTDO~1.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1288"	"16170327"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/SHUTDO~1.MAN"
"SHUTDO~1.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2808"	"16170327"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/SHUTDO~1.MAN-slack"
"SMARTC~1.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"3757"	"16170330"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/SMARTC~1.MAN"
"SMARTC~1.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"339"	"16170330"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/SMARTC~1.MAN-slack"
"SMBSER~1.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"13993"	"16170333"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/SMBSER~1.MAN"
"SMBSER~1.MAN-slack"	".MAN-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2391"	"16170333"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/SMBSER~1.MAN-slack"
"smss-dl.man"	".man"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1694"	"16170334"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/smss-dl.man"
"smss-dl.man-slack"	".man-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"2402"	"16170334"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/smss-dl.man-slack"
"SMTPSV~1.MAN"	".MAN"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:24:10 IST"	"2021-11-04 21:00:00 IST"	"1164"	"16170337"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/SMTPSV~1.MAN"
